,prix,Taxes_municipales,Taxes_scolaires,Electricite,Assurances,ville,region,adresse,chambres,salle_de_bain,salle_d_eau,etage,Aire_habitable,Taille_du_terrain
1081,239900$,"1669,90$","103,90$","1200,00$","600,00$",Gatineau (Buckingham),Outaouais,"67, rue Bouladier",2,1,,2,"1,228 pi² (114.08 m²)","2,101.12 pi² (195.2 m²)"
1082,250000$,"1490,59$","104,21$","2099,98$","1260,00$",Drummondville (Drummondville),Centre-du-Québec,"96, 14e avenue",3,2,,1,"1,064 pi² (98.85 m²)","5,000 pi² (464.52 m²)"
1084,409000$,"1860,39$","266,87$","400,00$","300,00$",Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"5106-1188, rue Saint-Antoine Ouest",,1,,1,357 pi² (33.17 m²),
1085,370000$,"1989,15$","180,56$",,,Ste-Marthe-Sur-Le-Lac,Laurentides,"401-3250, chemin Oka",2,1,,3,"1,076.39 pi² (100 m²)",
1086,875000$,,,,,Ste-Adèle,Laurentides,"1257, Ch. Riverdale - Par Habitations Concept Dub",2,1,,1,"1,496 pi² (138.98 m²)","112,201 pi² (10,423.81 m²)"
1087,450000$,"2959,70$","236,87$","2371,86$",,Sherbrooke (Rock Forest),Estrie,"4867, rue Goncourt",4,1,1,2,1 456 pi² (135.27 m²),5 280 pi² (490.53 m²)
1088,279900$,"2190,00$","171,00$","600,00$",,St-Calixte,Lanaudière,"145, rue Donald",3,1,,2,"1,380 pi² (128.21 m²)","38,300.15 pi² (3,558.2 m²)"
1089,399000$,"1815,72$","243,78$",,,Boucherville,Montérégie (Rive-Sud Montréal),"6-646, rue des Sureaux",2,1,1,1,"1,030 pi² (95.69 m²)",1 pi² (0.09 m²)
1090,268900$,,,,,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,"50-5549, chemin Queen-Mary",2,1,,1,"1,000 pi² (92.9 m²)","1,000 pi² (92.9 m²)"
1091,758000$,"2957,20$","401,37$",,,Brossard,Montérégie (Rive-Sud Montréal),"8007, rue Lemelin",3,2,1,4,"1,611 pi² (149.67 m²)","2,390 pi² (222.04 m²)"
1092,299000$,,,,,Shefford,Estrie,rue des Cimes,,,,,,"64,597.46 pi² (6,001.3 m²)"
1093,549999$,,,,,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),"37, romuald remillard",4,2,2,1,963 pi² (89.47 m²),"5,446 pi² (505.95 m²)"
1094,345000$,,,,,Granby,Estrie,"149, rue Saint-Jude Sud",3,2,,1,,
1096,899900$,,,,,Chomedey,Laval,"5025, rue Paul-Émilie-Duplessis",4,3,1,2,1 810 pi² (168.15 m²),
1097,349900$,,,,,St-Jacques,Lanaudière,À construire - Rue Desrochers - Par René Gaudet et fils,3,1,1,2,"1,414 pi² (131.36 m²)","4,000 pi² (371.61 m²)"
1098,89000$,,,,,La Pêche (Alcove),Outaouais,"10, montée du Belvédère",,,,,,"43,560.00 pi² (1 acre)"
1099,990000$,,,,,Ste-Foy,Québec Rive-Nord,"3994, rue Louise-Fiset",3,1,1,2,,"7,808 pi² (725.39 m²)"
1100,205000$,"1285,00$","90,00$","1200,00$","720,00$",Drummondville (St-Nicéphore),Centre-du-Québec,"465, rue Pie-IX",2,1,1,1,588 pi² (54.63 m²),"6,598.28 pi² (613 m²)"
1101,535000$,"3577,68$","332,81$","2100,00$","975,00$",Charlesbourg,Québec Rive-Nord,"8759, rue Valade",3,2,1,2,"1,580.14 pi² (146.8 m²)","4,999.84 pi² (464.5 m²)"
1102,225000$,"1781,69$","105,76$","1140,00$",,Rimouski (Rimouski),Bas-Saint-Laurent,"120-324, rue du Bosquet",2,1,1,2,"1,619 pi² (150.41 m²)",
1103,815000$,"1964,07$","375,00$","120,00$",,Mirabel (St-Augustin),Laurentides,"14295, rue des Saules",4,3,1,2,2 131.25 pi² (198 m²),5 545 pi² (515.15 m²)
1104,795000$,"1425,91$","199,79$",,,St-Guillaume,Centre-du-Québec,"432, route 122 Ouest",2,1,1,4,"1,658 pi² (154.03 m²)","850,000 pi² (78,967.58 m²)"
1105,725000$,"3262,00$","393,69$","610,15$","366,96$",Le Plateau-Mont-Royal,Montréal / l'Île,"4643, avenue de l'Esplanade",2,1,,1,1 000 pi² (92.9 m²),2 290.56 pi² (212.8 m²)
1106,235000$,"1001,54$","87,31$","1284,00$","741,20$",St-Damien,Lanaudière,"2765, chemin des Pins",2,1,,1,832 pi² (77.3 m²),"24,032.58 pi² (2,232.7 m²)"
1108,444900$,"2576,00$","272,00$","480,00$",,Ste-Dorothée (Îles-Laval),Laval,"306-7765, boulevard Saint-Martin Ouest",2,1,,1,980 pi² (91.04 m²),
1109,659900$,"2859,00$","369,00$","2859,00$",,Blainville,Laurentides,"59, 92e Avenue Est",4,2,,1,1 280 pi² (118.92 m²),5 975 pi² (555.1 m²)
1110,179000$,"1757,00$","141,00$","500,00$","225,00$",Neufchatel,Québec Rive-Nord,"2714, avenue Chauveau",1,1,,2,525 pi² (48.77 m²),
1111,399000$,"2568,00$","257,00$","1745,00$",,St-Henri-de-Lévis,Chaudière-Appalaches,"88, rue du Bocage",3,1,1,2,1 512 pi² (140.47 m²),7 921.16 pi² (735.9 m²)
1112,500000$,"1996,00$","242,00$","1020,00$","385,00$",Ahuntsic / Cartierville,Montréal / l'Île,"1774-9950, place de l'Acadie",2,1,,1,782.25 pi² (72.67 m²),
1113,479000$,"1821,54$","256,55$","2500,00$","70,00$",Brossard,Montérégie (Rive-Sud Montréal),"5665, avenue Panneton",5,1,1,2,"1,350 pi² (125.42 m²)","3,275 pi² (304.26 m²)"
1114,449000$,"2033,00$","263,00$","1613,00$",,Boucherville,Montérégie (Rive-Sud Montréal),"3-762, rue de Montbrun",3,1,2,2,"1,200 pi² (111.48 m²)",
1115,"607670,33$",,,,,Gatineau (Aylmer),Outaouais,"8, rue François-Michel - Modèle San Fransico - Par Construction LaVérendrye",3,1,1,2,"1,523 pi² (141.49 m²)",19.69x98.43 pi (6x30 m)
1116,364900$,,,,,Lavaltrie,Lanaudière,rue Georges-Estu - Projet Domiciliaire Héritage du Roy - Par Habitation Mégatech,2,1,,2,,
1117,243465$,,,,,St-Jérôme (St-Jérôme),Laurentides,Le Quartier Montmartre - Unité 3½ - Par Groupe TRÉMÄ,1,1,,1,,
1118,500109$,,,,,Blainville,Laurentides,"17, rue de Bernay - Projet Place Notre Dame - Par Groupe Mathieu",2,1,,2,,
1120,559900$,,,,,Chateauguay,Montérégie (Rive-Sud Montréal),rue Lepailleur - EN CONSTRUCTION - Par Les Constructions RMR Leblanc Inc.,3,1,1,2,"1,382 pi² (128.39 m²)","2,450.8 pi² (227.69 m²)"
1121,379900$,,,,,Drummondville (Drummondville),Centre-du-Québec,"255, 117e avenue - Par les Habitations Xavier Brouillette",2,1,,1,"1,100 pi² (102.19 m²)","8,024 pi² (745.45 m²)"
1122,795000$,"4084,13$","509,34$","2190,00$",,Verdun,Montréal / l'Île,"318-320, 5e avenue",4,2,,,,"2,337 pi² (217.11 m²)"
1123,625000$,"2534,08$","284,09$",,,Shefford,Estrie,"18, rue Chenail",4,2,,2,1 480 pi² (137.5 m²),68 535 pi² (6 367.11 m²)
1124,259000$,"2450,00$","145,00$",,,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,"2803, rue de la Provence",2,1,,1,"1,085 pi² (100.8 m²)","12,077 pi² (1,121.99 m²)"
1125,275000$,"1869,00$","400,00$","1600,00$","531,00$",Ascot Corner,Estrie,"316, chemin Galipeau",3,1,,1,"1,453.13 pi² (135 m²)","55,475.04 pi² (5,153.8 m²)"
1126,769000$,"3882,00$","402,00$",,,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"5425, rue Quevillon",5,2,,1,"1,538 pi² (142.88 m²)","5,958 pi² (553.52 m²)"
1127,599000$,"2617,82$",,,,Brownsburg-Chatham,Laurentides,"24, rue Cadieux",3,2,,2,"1,211 pi² (112.51 m²)","6,089.25 pi² (565.71 m²)"
1128,160000$,"2075,00$",,,,Auclair,Bas-Saint-Laurent,"114, rue des Cèdres",4,2,,1,28x40 pi (8.53x12.19 m),"14,914.47 pi² (1,385.6 m²)"
1129,725000$,"3092,00$","383,00$","2450,00$",,Chambly,Montérégie (Rive-Sud Montréal),"5, rue Charles Allard",4,1,1,2,"1,320 pi² (122.63 m²)","6,000 pi² (557.42 m²)"
1130,219000$,"2326,53$","146,33$","2430,00$",,Chicoutimi (Chicoutimi-Nord),Saguenay-Lac-Saint-Jean,"188, rue Monseigneur-Laval",4,2,,1,956.80 pi² (88.89 m²),8 999.71 pi² (836.1 m²)
1132,249000$,"1946,00$","115,00$","1537,00$","845,00$",Drummondville (Drummondville),Centre-du-Québec,"109-111, 6e Avenue",4,2,,,,"5,000 pi² (464.52 m²)"
1133,275000$,"2772,00$","122,61$","1575,00$","981,00$",Shawinigan (St-Georges-De-Champlain),Mauricie,"800, 209e Rue",4,1,,2,"1,127 pi² (104.7 m²)","7,296 pi² (677.82 m²)"
1134,479000$,"2546,60$","213,91$","1299,84$","1786,56$",St-Jérôme (Lafontaine),Laurentides,"99, boulevard des Hauteurs",3,1,1,1,"1,710 pi² (158.86 m²)","6,649.94 pi² (617.8 m²)"
1135,699000$,"4806,47$","482,67$","2940,00$","840,00$",Charlesbourg,Québec Rive-Nord,"8686, rue des Belettes",4,1,,2,1 595 pi² (148.18 m²),9 669 pi² (898.28 m²)
1136,324900$,"3400,00$","231,00$","2600,00$","1790,00$",St-Prime,Saguenay-Lac-Saint-Jean,"81, rue de la Rivière",4,2,,1,"1,288 pi² (119.66 m²)","20,000 pi² (1,858.06 m²)"
1137,140000$,,,,,Eastman,Estrie,"34, chemin du Versant",,,,,,"54,176.91 pi² (5,033.2 m²)"
1138,1499000$,,,,,Saint-Laurent,Montréal / l'Île,"2204, rue Elsie-Macgill",3,2,1,3,"2,640 pi² (245.26 m²)","4,000 pi² (371.61 m²)"
1139,275000$,"1273,00$","67,00$","230,00$","166,00$",Montmagny,Chaudière-Appalaches,"133-777, boulevard Taché Ouest",2,1,,1,490 pi² (45.52 m²),"20,547 pi² (1,908.88 m²)"
1140,219000$,"1809,00$","106,38$","2500,00$",,Ste-Eulalie,Centre-du-Québec,"452, rue des Bouleaux",3,1,,1,"1,000 pi² (92.9 m²)","26,624 pi² (2,473.45 m²)"
1141,339000$,"2678,00$","179,47$","2400,00$",,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,"3111, rang Sainte-Famille",5,2,,1,"1,020 pi² (94.76 m²)","16,150 pi² (1,500.38 m²)"
1142,65000$,"838,87$","18,16$","900,00$",,St-Guy,Bas-Saint-Laurent,"35, rue Principale",2,1,,1,735 pi² (68.28 m²),153x125 pi (46.63x38.1 m)
1144,409000$,"1542,21$","148,00$",,"371,00$",St-Côme,Lanaudière,"56, avenue des Neiges",3,1,1,2,1 172 pi² (108.88 m²),
1145,695000$,"4237,00$","443,00$",,,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),"212, rue des Français",3,1,1,2,,"8,810.26 pi² (818.5 m²)"
1146,350000$,"4414,22$","226,43$","2560,00$","1734,00$",Trois-Rivières (Trois-Rivières),Mauricie,"2120, rue de la Jonquière",3,1,1,,,"5,712 pi² (530.66 m²)"
1147,295000$,"1021,89$","51,21$",,"986,45$",St-Prosper-De-Dorchester,Chaudière-Appalaches,"475, 38e Avenue",2,1,1,2,"1,550 pi² (144 m²)","20,408 pi² (1,895.97 m²)"
1148,485000$,,,,,Terrebonne (Terrebonne),Lanaudière,"102-1165, rue Marie-Gérin-Lajoie",2,1,1,1,"1,130 pi² (104.98 m²)",
1149,670000$,"3794,00$",,,"252,00$",Bromont,Estrie,"103-136, rue de l'Aigle",2,2,,1,"1,316 pi² (122.26 m²)",
1150,768000$,"3256,52$","399,36$","2535,28$","486,00$",Ahuntsic / Cartierville,Montréal / l'Île,"11909, boulevard Saint-Germain",2,1,2,2,"1,672 pi² (155.33 m²)","6,375 pi² (592.26 m²)"
1151,489000$,"1245,79$","173,81$","500,00$",,St-Lazare,Montérégie Ouest,"3025, rue Harwood",2,1,,1,"1,100 pi² (102.19 m²)","29,030 pi² (2,696.98 m²)"
1152,415000$,"2769,74$","187,56$","1457,00$",,Drummondville (Drummondville),Centre-du-Québec,"1405, rue Paul-Le Jeune",4,2,,1,1 064 pi² (98.85 m²),5 000 pi² (464.52 m²)
1153,649000$,"3265,27$","380,72$","1949,00$",,Saint-Léonard,Montréal / l'Île,"8770, rue Aéterna",3,1,,1,"1,116.5 pi² (103.73 m²)","5,700 pi² (529.55 m²)"
1154,398000$,"3200,00$","600,00$","4000,00$","2800,00$",Alma,Saguenay-Lac-Saint-Jean,"1005, avenue des Oeillets",4,2,1,1,"1,200 pi² (111.48 m²)","8,626 pi² (801.38 m²)"
1156,1130000$,"4178,00$","499,00$",,"2024,00$",Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"1-6-8875, avenue Souligny",2,1,,,,"4,265 pi² (396.23 m²)"
1157,60000$,"855,00$",,,,Carleton-sur-Mer (St-Omer),Gaspésie-Îles-de-la-Madeleine,", route Leblanc",,,,,,"30,000 pi² (2,787.09 m²)"
1158,385000$,"2993,27$","212,38$","2200,00$","820,00$",Gatineau (Hull),Outaouais,"1-2-182, rue Laval",3,2,1,,,"3,013.89 pi² (280 m²)"
1159,400000$,,,,,Disraeli,Chaudière-Appalaches,"401, rue Lavoie",,,,,,"35,000 pi² (3,251.61 m²)"
1160,810000$,"3305,00$","348,00$","5100,00$",,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),"196, rue Chagnon",4,3,1,3,44.95x35.96 pi (13.7x10.96 m),59.06x100.59 pi (18x30.66 m)
1161,390000$,"2271,09$","198,55$",,,Pincourt,Montérégie Ouest,"5-930, rue de la Vallée",2,1,,3,"1,023 pi² (95.04 m²)","1,559,690.62 pi² (144,900 m²)"
1162,850000$,"6459,28$","512,45$",,"1855,00$",Sherbrooke (Fleurimont),Estrie,"3115-3117-3119-3121, rue du Chalumeau",9,4,4,,,"7,000 pi² (650.32 m²)"
1163,275000$,"2391,42$",,,,Rimouski (Rimouski),Bas-Saint-Laurent,"344, avenue Belzile",3,1,1,2,804.06 pi² (74.7 m²),3 513.77 pi² (326.44 m²)
1164,519000$,"2546,87$","305,87$","1225,20$","453,00$",Rosemont / La Petite Patrie,Montréal / l'Île,"1-4667, rue de Chambly",3,1,,1,1 157 pi² (107.49 m²),
1165,299900$,,,,,Lebourgneuf,Québec Rive-Nord,"8681, rue de Boston",2,1,,1,"1,023.65 pi² (95.1 m²)",
1166,438900$,,,,,Rosemont / La Petite Patrie,Montréal / l'Île,"3600, rue Rachel - Le Rachel Condominiums",3,1,,1,,
1168,749000$,,,,,Gatineau (Aylmer),Outaouais,"2A, rue du Patrimoine",,,,,,"11,118 pi² (1,032.9 m²)"
1169,390000$,,,,,Rimouski (Rimouski),Bas-Saint-Laurent,"263, rue Dauphiné - Par Construction Paul Morneau",3,2,,1,"1,153 pi² (107.12 m²)","5,650 pi² (524.9 m²)"
1170,599000$,,,,,Sorel-Tracy,Montérégie (Rive-Sud Montréal),"26, Place des Patriotes - Par Construction Jean-François Nadeau",4,2,,1,"1,200 pi² (111.48 m²)","12,160 pi² (1,129.7 m²)"
1171,275000$,,,,,Deschambault-Grondines (Deschambault),Portneuf,"180, rue Mathieu",,,,,,"16,102.81 pi² (1,496 m²)"
1172,639000$,"2639,00$","289,00$","2160,00$",,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,"373, rue des Bouleaux",3,2,,2,1 000 pi² (92.9 m²),4 950 pi² (459.87 m²)
1173,459500$,,,,,Ste-Foy,Québec Rive-Nord,"3256, rue Alfred-Nobel",4,2,1,2,"1,350 pi² (125.42 m²)","2,650 pi² (246.19 m²)"
1174,349500$,"1493,59$","145,31$","750,00$","45,00$",Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"5-1836, rue Montarville",3,1,,1,41.96x23.72 pi (12.79x7.23 m),
1175,725000$,"3278,00$","359,00$","3282,00$",,Chambly,Montérégie (Rive-Sud Montréal),"1566, rue Frédéric-Courtemanche",4,2,1,2,"1,344 pi² (124.86 m²)","4,500 pi² (418.06 m²)"
1176,355596$,,,,,St-Jérôme (St-Jérôme),Laurentides,Le Quartier Montmartre - Unité 4 ½ - Par Groupe TRÉMÄ,2,1,,1,,
1177,265000$,"17,13$",,,,ND-de-Lourdes,Centre-du-Québec,rue Sylvie,,,,,,"84,671 pi² (7,866.19 m²)"
1178,273500$,,,,,Saint-Sauveur,Québec Rive-Nord,"577, rue Saint-Vallier Ouest",2,1,1,2,385 pi² (35.77 m²),"2,900 pi² (269.42 m²)"
1180,462800$,,,,,Ste-Marie,Chaudière-Appalaches,"62, Av du jade - Par Rochette Construction",2,1,,1,"1,200 pi² (111.48 m²)","7,077 pi² (657.47 m²)"
1181,292900$,,,,,Rosemont / La Petite Patrie,Montréal / l'Île,"3600, rue Rachel - Le Rachel Condominiums",2,1,,1,,
1182,408000$,,,,,St-Henri-de-Lévis,Chaudière-Appalaches,"0, rue des Cornalines - Développement des Pierre - Par Rochette Construction",2,1,,1,,
1183,549900$,"2868,00$","297,00$",,,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"3701, boulevard Béliveau",3,1,,1,,
1184,169000$,,,,,Val-Bélair,Québec Rive-Nord,", avenue de l'Amiral",,,,,,"9,725 pi² (903.48 m²)"
1185,183000$,"1999,53$","103,29$","1044,33$","2000,00$",Beauport,Québec Rive-Nord,"717-719, 121e rue",2,1,,,,"1,790.04 pi² (166.3 m²)"
1186,498000$,"2040,00$",,"1380,00$",,St-Côme,Lanaudière,"100, 24e Avenue",3,1,,1,,18 212.69 pi² (1 692.01 m²)
1187,549900$,"2250,72$","226,72$","2180,00$",,Ste-Adèle,Laurentides,"4840, rue Rolland",3,1,,1,"1,200 pi² (111.48 m²)","63,954.3 pi² (5,941.55 m²)"
1188,489900$,"2351,91$","270,72$",,,St-Hippolyte,Laurentides,"178, rue de l'Ascension",2,1,,1,"1,335 pi² (124.03 m²)","43,063 pi² (4,000.68 m²)"
1189,689000$,"3291,00$","528,00$","1500,00$","1168,00$",Stoneham,Québec Rive-Nord,"111, montée de la Nichée",4,2,,1,"1,620 pi² (150.5 m²)","49,500 pi² (4,598.7 m²)"
1190,649000$,"3977,96$","474,69$","900,00$",,Chomedey,Laval,"207-2100, avenue Terry-Fox",2,2,,1,1 270 pi² (117.99 m²),
1192,669000$,"2336,80$","315,87$","4800,00$",,Cleveland,Estrie,"211, chemin Brown",3,1,1,1,"1,786 pi² (165.92 m²)","174,240 pi² (16,187.43 m²)"
1193,1100000$,"3669,02$","441,87$","960,00$","1500,00$",Villeray / St-Michel / Parc-Extension,Montréal / l'Île,"8205, rue Saint-André",6,3,,,,1 812 pi² (168.34 m²)
1194,234500$,,,"1004,00$",,Limoilou,Québec Rive-Nord,"268, 9e Rue",3,1,,1,950 pi² (88.26 m²),"2,497.23 pi² (232 m²)"
1195,319500$,"2234,50$","167,66$","759,24$",,Repentigny (Repentigny),Lanaudière,"505-216, rue Notre-Dame",1,1,,1,984.90 pi² (91.5 m²),
1196,349000$,"3264,01$","231,16$","3000,00$",,St-Ambroise,Saguenay-Lac-Saint-Jean,"73, rue Lalancette",5,2,1,1,"1,348 pi² (125.23 m²)",70x120 pi (21.34x36.58 m)
1197,189000$,"920,98$","185,84$","2640,00$","1260,00$",St-Paul-De-L'Ile-Aux-Noix,Montérégie (Rive-Sud Montréal),"28, rue Boucher",3,1,,2,,"5,618.76 pi² (522 m²)"
1198,289000$,"1234,74$","95,00$",,,Beaulac Garthby,Chaudière-Appalaches,"2024, route 161",3,2,,2,"1,416 pi² (131.55 m²)","53,820 pi² (5,000.04 m²)"
1199,549999$,"3178,50$","286,00$","1800,00$",,St-Constant,Montérégie (Rive-Sud Montréal),"194, rue Lasalle",3,2,1,2,"1,285 pi² (119.38 m²)","2,838.44 pi² (263.7 m²)"
1200,278000$,"2783,91$","145,41$","1200,00$","1711,04$",St-Nérée,Chaudière-Appalaches,"692, Grande Rue du Lac",2,1,,1,528 pi² (49.05 m²),"12,635.75 pi² (1,173.9 m²)"
1201,595000$,"3200,00$","251,00$",,,St-Constant,Montérégie (Rive-Sud Montréal),"542, rue Renoir",3,1,1,2,"1,250 pi² (116.13 m²)","1,772.8 pi² (164.7 m²)"
1202,460000$,"2334,65$","268,00$","1516,80$","830,00$",Ste-Dorothée,Laval,"803, rue Daladier",2,1,1,2,"1,312.5 pi² (121.94 m²)","3,000 pi² (278.71 m²)"
1204,425000$,"1741,00$","152,00$","2600,00$","1157,00$",Ste-Adèle,Laurentides,"4205, rue du Voilier",2,1,1,2,"1,062 pi² (98.66 m²)","31,240 pi² (2,902.29 m²)"
1205,698500$,"2039,00$","298,00$","2180,00$","911,00$",Brossard,Montérégie (Rive-Sud Montréal),"6835, rue Messier",3,1,1,2,"1,200 pi² (111.48 m²)","5,400 pi² (501.68 m²)"
1206,339500$,"1713,00$","190,00$",,"400,00$",Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"1919, rue de Chambly",1,1,1,1,721 pi² (66.98 m²),
1207,250000$,"1797,00$","150,00$","2500,00$","2150,00$",Alma,Saguenay-Lac-Saint-Jean,"660, avenue Jourdan",3,2,,1,920 pi² (85.47 m²),6 460.5 pi² (600.2 m²)
1208,460000$,"1788,12$","199,00$",,"1905,00$",St-Colomban,Laurentides,"121, rue Larrivière",3,2,,1,"1,200 pi² (111.48 m²)","34,530 pi² (3,207.94 m²)"
1209,359000$,"3750,78$","198,66$","1263,54$","1293,83$",Matane,Bas-Saint-Laurent,"365, rue Collin",4,2,,1,"1,400 pi² (130.06 m²)","10,000 pi² (929.03 m²)"
1210,995000$,"3000,00$","408,00$","600,00$","1244,00$",Ste-Christine-D'Auvergne,Portneuf,"5, chemin de la Frayère",3,1,1,2,"1,421 pi² (132.02 m²)","344,000 pi² (31,958.65 m²)"
1211,850000$,"4940,64$","541,37$",,,Anjou,Montréal / l'Île,"7420-7422, avenue du Cellier",6,2,1,,,"3,471.36 pi² (322.5 m²)"
1212,365000$,,,,,Bonaventure,Gaspésie-Îles-de-la-Madeleine,"122, rue de Dieppe",4,2,,2,,3 741 pi² (347.55 m²)
1213,1200000$,"10995,12$","721,00$","617,00$","2980,06$",Sherbrooke (Jacques-Cartier),Estrie,"3370, rue des Chênes",2,1,,,,124.97x137.30 pi (38.09x41.85 m)
1214,289000$,"1504,60$","167,90$",,,Pierrefonds / Roxboro,Montréal / l'Île,"103-16749, boulevard de Pierrefonds",2,1,,1,917 pi² (85.19 m²),
1216,650000$,"3300,00$","270,00$","2000,00$",,Ascot Corner,Estrie,"139, rue Desruisseaux",3,1,1,2,"1,444 pi² (134.15 m²)","14,400 pi² (1,337.8 m²)"
1217,239000$,"1980,00$","360,00$","1000,00$","300,00$",Val-Bélair,Québec Rive-Nord,"201-1410, boulevard Pie-XI Nord",2,1,,1,"1,399 pi² (129.97 m²)",
1218,895000$,,,,,St-Hyacinthe (Ste-Rosalie),Montérégie (Rive-Sud Montréal),"6070, rang des Érables",,,,,,"592,416.00 pi² (13.6 acres)"
1219,398900$,"3166,00$",,,,Beauharnois (Beauharnois),Montérégie (Rive-Sud Montréal),"8-64, rue Morell",2,1,1,2,"1,191 pi² (110.65 m²)","2,576.23 pi² (239.34 m²)"
1220,825000$,"4356,00$","375,00$",,,St-Martin,Chaudière-Appalaches,"242, 2e rang de Jersey Sud",3,2,,1,"1,900 pi² (176.52 m²)","1,286,287 pi² (119,499.97 m²)"
1221,499000$,"1278,40$",,,,St-Theophile,Chaudière-Appalaches,"536, 2e Rang",,,,,,"4,520,842 pi² (419,999.97 m²)"
1222,389000$,"2959,46$","250,00$","3900,00$","1200,00$",Beauport,Québec Rive-Nord,"631, avenue Monique",3,2,,1,"1,100 pi² (102.19 m²)","9,500 pi² (882.58 m²)"
1223,820000$,"3398,80$","391,03$","2236,59$","1039,86$",L'île-Bizard / Sainte-Geneviève,Montréal / l'Île,"363, rue Jacques-David",3,1,1,2,1 412 pi² (131.18 m²),9 030.92 pi² (839 m²)
1224,645000$,,,,,Beloeil,Montérégie (Rive-Sud Montréal),"275, rue de Montenach - Par Les Investissement Dumele",3,2,,1,"1,028 pi² (95.5 m²)",46x100 pi (14.02x30.48 m)
1225,749900$,,,,,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),Quartier Vert Urbain - Duplex Jumelé,4,2,1,,,
1226,655900$,,,,,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"2628, rue des Salicaires - Quartier Vert Urbain",3,1,1,2,"1,484 pi² (137.87 m²)",
1228,637500$,"3157,29$","330,00$","1100,00$","600,00$",Saint-Laurent,Montréal / l'Île,"206-2947, avenue Ernest-Hemingway",3,1,,1,1 233.54 pi² (114.6 m²),
1229,479000$,"2500,00$","250,00$",,,Chomedey,Laval,"4078, rue Courchesne",3,1,1,2,"1,600 pi² (148.64 m²)","3,850 pi² (357.68 m²)"
1230,539000$,"2529,54$","274,02$",,"1620,00$",Chomedey,Laval,"2099, rue Favreau",3,2,1,2,1 144 pi² (106.28 m²),4 049 pi² (376.16 m²)
1231,481000$,"2397,00$","175,00$","1515,00$","1440,00$",Bouchette,Outaouais,"4, chemin Paprika",3,2,1,2,"2,532 pi² (235.23 m²)","84,300 pi² (7,831.73 m²)"
1232,398000$,"2912,00$",,"1764,00$",,St-Cyrille-De-Wendover,Centre-du-Québec,"235, rue des Lupins",4,2,,1,"1,023 pi² (95.04 m²)","6,975 pi² (648 m²)"
1233,407000$,,,,,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"5201, rue de Marseille - Unité 4½ - Les Loges - Par Vivenda",2,1,,1,698 pi² (64.85 m²),
1234,289000$,"1544,00$","155,00$",,,St-Alexandre-D'Iberville,Montérégie (Rive-Sud Montréal),"120, rue Matis",2,1,,1,975 pi² (90.58 m²),
1235,267800$,,,,,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"5201, rue de Marseille - Unité 3½ - Les Loges - Par Vivenda",1,1,,1,504 pi² (46.82 m²),
1236,420000$,,,,,St-Germain-De-Grantham,Centre-du-Québec,"254, rue Paradis",5,2,,1,"1,015.04 pi² (94.3 m²)","7,279.63 pi² (676.3 m²)"
1237,559000$,"4311,78$","363,21$","1878,23$",,Rimouski (Rimouski),Bas-Saint-Laurent,"197, rue de Provence",3,2,,2,1 960 pi² (182.09 m²),12 080 pi² (1 122.27 m²)
1238,460000$,,,,,Chambly,Montérégie (Rive-Sud Montréal),"1515a, rue Baker",3,1,,1,"1,078 pi² (100.15 m²)","13,870 pi² (1,288.57 m²)"
1240,599000$,"2117,54$","213,57$",,,Fabreville,Laval,"1191, 40e Avenue",3,1,,1,936.46 pi² (87 m²),"6,799.56 pi² (631.7 m²)"
1241,380000$,"2015,11$","237,36$","536,00$","612,00$",Ahuntsic / Cartierville,Montréal / l'Île,"210-10681, rue de Martigny",2,1,,1,718 pi² (66.7 m²),
1242,869000$,"3033,00$","423,00$","1500,00$",,Brossard,Montérégie (Rive-Sud Montréal),"8730, rue Océanie",3,2,1,2,"1,862.16 pi² (173 m²)","3,194.73 pi² (296.8 m²)"
